PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%,Ano
Jerami Grant,DET,27,6/8,210,Syracuse,USA,2014,2,39,54,"1,205.00",250,152,-3.2,1.80%,11.80%,27.80%,55.60%,14.50%,2020
Jeremiah Martin,CLE,25,6/2,185,Memphis,USA,Undrafted,Undrafted,Undrafted,9,22,7,4,-16.7,2.10%,6.50%,22.00%,31.30%,9.10%,2020
Jeremy Lamb,IND,29,6/5,180,Connecticut,USA,2012,1,12,36,363,131,53,-0.3,3.20%,13.70%,18.00%,58.70%,9.40%,2020
Jerome Robinson,WAS,24,6/4,190,Boston College,USA,2018,1,13,17,83,38,25,-13.1,1.10%,10.50%,16.10%,40.00%,11.40%,2020
Jevon Carter,PHX,25,6/1,200,West Virginia,USA,2018,2,32,60,248,92,71,3.3,2.20%,10.70%,14.60%,54.80%,13.60%,2020
Jimmy Butler,MIA,31,6/7,230,Marquette,USA,2011,1,30,52,"1,116.00",359,369,5.2,5.60%,15.30%,25.90%,60.70%,34.50%,2020
Joe Harris,BKN,29,6/6,220,Virginia,USA,2014,2,33,69,974,248,130,6.9,2.10%,9.00%,15.70%,66.30%,8.10%,2020
Joe Ingles,UTA,33,6/8,220,None,Australia,Undrafted,Undrafted,Undrafted,67,809,244,318,11.8,1.40%,10.80%,16.20%,67.20%,23.80%,2020
Joel Embiid,PHI,27,7/1,280,Kansas,Cameroon,2014,1,3,51,"1,451.00",539,145,12,7.80%,25.40%,35.20%,63.60%,15.60%,2020
John Collins,ATL,23,6/9,235,Wake Forest,USA,2017,1,19,63,"1,111.00",467,78,4.3,6.40%,18.30%,21.40%,64.50%,6.50%,2020
John Konchar,MEM,25,6/5,210,Indiana-Purdue Fort Wayne,USA,Undrafted,Undrafted,Undrafted,43,184,128,47,2.1,5.70%,16.10%,12.40%,60.80%,11.10%,2020
John Wall,HOU,30,6/3,210,Kentucky,USA,2010,1,1,40,823,129,275,-5.7,1.20%,8.40%,31.60%,50.30%,36.50%,2020
Jonas Valanciunas,MEM,29,6/11,265,None,Lithuania,2011,1,5,62,"1,058.00",776,112,3.8,13.40%,28.90%,21.70%,63.60%,9.70%,2020
Jontay Porter,MEM,21,6/11,240,Missouri,USA,Undrafted,Undrafted,Undrafted,11,22,14,1,0.9,6.50%,14.90%,18.20%,64.00%,3.30%,2020
Jordan Bell,GSW,26,6/8,216,Oregon,USA,2017,2,38,6,15,24,7,-17,6.90%,18.90%,14.00%,32.80%,13.00%,2020
Jordan Bone,ORL,23,6/2,180,Tennessee,USA,2019,2,57,14,56,24,18,-14.3,1.80%,10.20%,12.10%,51.90%,14.30%,2020
Jordan Clarkson,UTA,29,6/4,194,Missouri,USA,2014,2,46,68,"1,251.00",274,168,7.8,2.50%,11.70%,28.60%,54.90%,14.90%,2020
Jordan McLaughlin,MIN,25,5/11,185,Southern California,USA,Undrafted,Undrafted,Undrafted,51,256,108,193,-6.3,2.00%,9.00%,13.30%,50.20%,29.20%,2020
Jordan Nwora,MIL,22,6/8,225,Louisville,USA,2020,2,45,30,171,60,7,-0.3,3.30%,16.20%,25.40%,58.60%,4.00%,2020
Jordan Poole,GSW,22,6/4,194,Michigan,USA,2019,1,28,51,612,92,99,0.7,1.50%,7.40%,24.60%,58.10%,16.10%,2020
Josh Green,DAL,20,6/5,200,Arizona,Australia,2020,1,18,39,101,78,28,1.9,5.90%,11.00%,11.20%,49.00%,8.30%,2020
Josh Hall,OKC,20,6/9,190,None,USA,Undrafted,Undrafted,Undrafted,21,86,59,28,-13.2,1.60%,15.10%,17.40%,36.30%,11.80%,2020
Josh Hart,NOP,26,6/5,215,Villanova,USA,2017,1,30,47,434,377,109,-0.2,3.90%,23.40%,13.30%,56.60%,10.90%,2020
Josh Jackson,DET,24,6/8,207,Kansas,USA,2017,1,4,62,828,254,143,-3.4,3.50%,12.30%,25.40%,51.60%,15.00%,2020
Josh Okogie,MIN,22,6/4,213,Georgia Tech,Nigeria,2018,1,20,59,316,156,63,-6.6,4.80%,7.90%,11.90%,52.40%,7.20%,2020
Josh Richardson,DAL,27,6/5,200,Tennessee,USA,2015,2,40,59,715,195,153,-0.2,2.80%,7.90%,18.10%,53.70%,12.30%,2020
Jrue Holiday,MIL,31,6/3,205,UCLA,USA,2009,1,17,59,"1,046.00",268,357,9.2,3.70%,9.30%,21.70%,59.20%,25.30%,2020
Juan Toscano-Anderson,GSW,28,6/6,209,Marquette,USA,Undrafted,Undrafted,Undrafted,53,301,235,150,3.8,2.60%,17.20%,10.80%,67.60%,18.10%,2020
Juancho Hernangomez,MIN,25,6/9,214,None,Spain,2016,1,15,52,375,205,35,-4.9,4.70%,17.70%,16.70%,54.90%,5.50%,2020
Julius Randle,NYK,26,6/8,250,Kentucky,USA,2014,1,7,71,"1,712.00",724,427,3,3.10%,22.70%,28.50%,56.70%,26.90%,2020
Justin Holiday,IND,32,6/6,180,Washington,USA,Undrafted,Undrafted,Undrafted,72,756,256,119,-0.6,1.40%,9.80%,13.80%,57.10%,7.00%,2020
Justin Jackson,MIL,26,6/8,220,North Carolina,USA,2017,1,15,34,245,77,52,-3,2.60%,10.00%,19.50%,51.60%,13.60%,2020
Justin James,SAC,24,6/7,190,Wyoming,USA,2019,2,40,36,139,30,22,-8.5,2.70%,6.70%,19.20%,54.80%,10.90%,2020
Justin Patton,HOU,24,6/11,241,Creighton,USA,2017,1,16,13,70,49,14,-14.1,4.70%,14.20%,12.80%,48.80%,8.40%,2020
Justin Robinson,OKC,24,6/1,195,Duke,USA,2019,,,9,21,7,9,-22,1.10%,6.70%,11.10%,45.30%,15.00%,2020
Justise Winslow,MEM,25,6/6,222,Duke,USA,2015,1,10,26,178,118,50,-6.1,3.20%,18.70%,21.20%,39.50%,14.00%,2020
Jusuf Nurkic,POR,26,6/11,290,None,Bosnia and He...,2014,1,16,37,424,332,125,6.9,9.40%,28.30%,21.70%,55.40%,20.60%,2020
Juwan Morgan,UTA,24,6/7,232,Indiana,USA,Undrafted,Undrafted,Undrafted,29,35,28,9,-34.1,5.10%,13.30%,10.20%,52.90%,10.10%,2020
KZ Okpala,MIA,22,6/8,215,Stanford,USA,2019,2,32,37,92,68,19,-6.8,4.70%,10.40%,11.50%,44.80%,6.00%,2020
Karim Mane,ORL,21,6/3,190,None,Senegal,Undrafted,Undrafted,Undrafted,10,11,14,4,-12,1.00%,15.10%,8.50%,36.20%,6.10%,2020
Karl-Anthony Towns,MIN,25,6/11,248,Kentucky,USA,2015,1,1,50,"1,239.00",529,225,-0.1,7.50%,23.70%,28.60%,61.20%,21.60%,2020
Kawhi Leonard,LAC,30,6/7,225,San Diego State,USA,2011,1,15,52,"1,292.00",337,269,12.2,3.40%,16.10%,28.20%,62.20%,23.80%,2020
Keita Bates-Diop,SAS,25,6/8,229,Ohio State,USA,2018,2,48,30,79,49,12,-7.7,3.70%,15.40%,14.40%,51.80%,7.50%,2020
Kelan Martin,IND,25,6/5,230,Butler,USA,Undrafted,Undrafted,Undrafted,35,157,78,17,15.6,5.20%,15.90%,19.90%,55.10%,7.10%,2020
Keldon Johnson,SAS,21,6/5,220,Kentucky,USA,2019,1,29,69,881,412,121,-3.8,4.50%,16.30%,18.90%,55.70%,8.70%,2020
Keljin Blevins,POR,25,6/4,200,Montana State,USA,2019,,,17,12,10,4,-22.2,3.10%,7.10%,12.60%,30.00%,8.30%,2020
Kelly Olynyk,HOU,30,6/11,240,Gonzaga,Canada,2013,1,13,70,945,489,203,-2.5,4.30%,19.60%,19.00%,61.00%,15.10%,2020
Kelly Oubre Jr.,GSW,25,6/7,203,Kansas,USA,2015,1,15,55,849,329,73,-4.6,4.60%,13.50%,21.50%,52.90%,6.70%,2020
Kemba Walker,OKC,31,6/1,184,Connecticut,USA,2011,1,9,43,829,170,212,3.1,1.20%,11.30%,25.60%,55.90%,23.30%,2020
Kendrick Nunn,MIA,25,6/2,190,Oakland,USA,Undrafted,Undrafted,Undrafted,56,816,179,148,-0.4,1.30%,9.60%,20.50%,59.60%,14.00%,2020
Kenrich Williams,OKC,26,6/6,210,TCU,USA,Undrafted,Undrafted,Undrafted,66,526,273,152,-6.3,5.60%,12.90%,14.80%,59.90%,15.30%,2020
Kent Bazemore,GSW,31,6/4,195,Old Dominion,USA,Undrafted,Undrafted,Undrafted,67,481,229,108,5.9,1.90%,14.00%,15.90%,56.40%,10.80%,2020
Kentavious Caldwell-Pope,LAL,28,6/5,204,Georgia,USA,2013,1,8,67,653,179,127,3.3,1.50%,8.10%,13.90%,58.80%,9.10%,2020
Kenyon Martin Jr.,HOU,20,6/6,215,None,USA,2020,2,52,45,419,242,48,-11.5,6.30%,15.90%,15.40%,59.00%,6.80%,2020
Kevin Durant,BKN,32,6/10,240,Texas-Austin,USA,2007,1,2,35,943,247,195,10.7,1.20%,18.00%,30.30%,66.60%,25.20%,2020
Kevin Huerter,ATL,22,6/7,190,Maryland,USA,2018,1,19,69,822,231,241,1.7,1.70%,9.00%,16.70%,54.10%,16.10%,2020
Kevin Knox II,NYK,21,6/7,215,Kentucky,USA,2018,1,9,42,163,61,19,-3.5,2.00%,10.10%,15.20%,53.70%,6.40%,2020
Kevin Love,CLE,32,6/8,251,UCLA,USA,2008,1,5,25,305,186,63,-6.5,2.60%,27.20%,21.10%,55.60%,15.30%,2020
Kevin Porter Jr.,HOU,21,6/4,203,Southern California,USA,2019,1,30,26,431,99,164,-12.6,2.20%,9.80%,24.70%,52.80%,29.30%,2020
Kevon Looney,GSW,25,6/9,222,UCLA,USA,2015,1,30,61,251,322,119,6,9.80%,16.50%,9.20%,57.50%,13.20%,2020
Khem Birch,TOR,28,6/9,233,UNLV,Canada,Undrafted,Undrafted,Undrafted,67,482,387,89,-3.6,10.10%,13.80%,13.30%,55.20%,8.50%,2020
Khris Middleton,MIL,29,6/7,222,Texas A&M,USA,2012,2,39,68,"1,385.00",406,370,6.2,2.30%,14.30%,24.50%,58.80%,22.70%,2020
Khyri Thomas,HOU,25,6/3,210,Creighton,USA,2018,2,38,5,82,18,25,7.3,4.70%,7.20%,20.80%,58.60%,21.00%,2020
Killian Hayes,DET,19,6/5,195,None,France,2020,1,7,26,176,69,138,-10.1,0.90%,9.20%,18.50%,42.20%,29.90%,2020
Killian Tillie,MEM,23,6/9,220,Gonzaga,France,Undrafted,Undrafted,Undrafted,18,57,24,8,9.6,3.10%,8.20%,14.80%,46.10%,6.30%,2020
Kira Lewis Jr.,NOP,20,6/1,170,Alabama,USA,2020,1,13,54,343,71,124,0.8,1.20%,6.40%,17.60%,47.70%,19.10%,2020
Kostas Antetokounmpo,LAL,23,6/10,200,Dayton,Greece,2018,2,60,15,12,19,1,22.1,5.90%,21.10%,17.20%,38.20%,2.30%,2020
Kris Dunn,ATL,27,6/3,205,Providence,USA,2016,1,5,4,5,6,2,-31.4,0.00%,12.50%,15.70%,18.20%,8.00%,2020
Kristaps Porzingis,DAL,25,7/3,240,None,Latvia,2015,1,4,43,865,381,68,0.7,6.20%,21.90%,25.90%,58.20%,8.10%,2020
Kyle Anderson,MEM,27,6/9,230,UCLA,USA,2014,1,30,69,854,396,250,1.6,2.60%,17.30%,18.10%,57.80%,18.20%,2020
Kyle Guy,SAC,23,6/1,167,Virginia,USA,2019,2,55,31,87,35,32,-4.2,1.90%,12.80%,18.50%,44.90%,18.40%,2020
Kyle Kuzma,LAL,25,6/10,221,Utah,USA,2017,1,27,68,874,417,127,-0.6,5.40%,15.70%,19.80%,54.60%,10.00%,2020
Kyle Lowry,TOR,35,6/1,196,Villanova,USA,2006,1,24,46,791,247,338,-0.3,2.10%,13.30%,20.90%,59.30%,31.10%,2020
Kyrie Irving,BKN,29,6/2,195,Duke,Australia,2011,1,1,54,"1,451.00",257,324,5.6,2.90%,10.10%,29.70%,61.40%,26.90%,2020
LaMarcus Aldridge,BKN,35,6/11,250,University of Texas at Austin,USA,2006,1,2,26,352,118,49,-2.8,2.70%,14.80%,22.40%,55.60%,10.90%,2020
LaMelo Ball,CHA,19,6/6,180,None,USA,2020,1,3,51,803,302,313,-3.1,4.10%,16.10%,24.70%,53.90%,32.20%,2020
Lamar Stevens,CLE,23,6/6,230,Penn State,USA,Undrafted,Undrafted,Undrafted,40,165,96,25,-10.4,4.40%,14.50%,15.20%,52.10%,7.90%,2020
Landry Shamet,BKN,24,6/4,190,Wichita State,USA,2018,1,26,61,567,112,99,1.1,0.80%,6.70%,16.40%,57.80%,9.70%,2020
Langston Galloway,PHX,29,6/1,200,St. Joseph's (PA),USA,Undrafted,Undrafted,Undrafted,40,190,42,26,3.2,1.70%,8.00%,16.30%,60.50%,8.00%,2020
Larry Nance Jr.,CLE,28,6/7,245,Wyoming,USA,2015,1,27,35,327,235,107,-5.6,4.90%,16.90%,13.90%,55.70%,14.50%,2020
Lauri Markkanen,CHI,24,7/1,240,Arizona,Finland,2017,1,7,51,695,268,45,-2.8,2.70%,17.30%,19.70%,61.90%,5.10%,2020
LeBron James,LAL,36,6/9,250,None,USA,2003,1,1,45,"1,126.00",346,350,9.2,2.00%,20.20%,31.00%,60.20%,39.40%,2020
Lonnie Walker IV,SAS,22,6/4,204,Miami,USA,2018,1,18,60,669,155,101,-6.3,0.90%,9.30%,19.90%,52.30%,9.50%,2020
Lonzo Ball,NOP,23,6/6,190,UCLA,USA,2017,1,2,55,802,263,316,0.5,1.80%,12.90%,20.20%,55.10%,24.60%,2020
Lou Williams,ATL,34,6/1,175,None,USA,2005,2,45,66,749,138,225,1.8,1.50%,8.00%,24.40%,51.90%,23.30%,2020
Louis King,SAC,22,6/7,205,Oregon,USA,Undrafted,Undrafted,Undrafted,6,44,18,9,-3.3,5.10%,13.50%,19.10%,60.00%,18.00%,2020
Luguentz Dort,OKC,22,6/3,215,Arizona State,Canada,Undrafted,Undrafted,Undrafted,52,729,189,88,-7.2,2.30%,9.20%,21.80%,51.30%,9.00%,2020
Luka Doncic,DAL,22,6/7,230,None,Slovenia,2018,1,3,66,"1,830.00",527,567,3.9,2.40%,20.20%,35.00%,58.70%,42.50%,2020
Luka Samanic,SAS,21,6/10,227,None,Croatia,2019,1,19,33,122,68,15,-2,4.90%,15.80%,18.70%,51.80%,7.30%,2020
Luke Kennard,LAC,25,6/5,206,Duke,USA,2017,1,12,63,520,161,104,-0.4,1.30%,11.80%,16.60%,60.80%,12.00%,2020
Luke Kornet,BOS,25,7/2,250,Vanderbilt,USA,Undrafted,Undrafted,Undrafted,31,106,67,24,5.8,4.10%,14.40%,13.50%,51.10%,9.50%,2020
Malachi Flynn,TOR,23,6/1,175,San Diego State,USA,2020,1,29,47,353,116,137,-5.6,1.00%,11.40%,18.30%,48.40%,22.50%,2020
Malcolm Brogdon,IND,28,6/5,229,Virginia,USA,2016,2,36,56,"1,186.00",294,329,-0.5,2.90%,11.80%,25.70%,56.10%,27.10%,2020
Malik Beasley,MIN,24,6/4,187,Florida State,USA,2016,1,19,37,724,162,88,-7.2,2.10%,11.20%,23.50%,57.00%,11.40%,2020
Malik Fitts,LAC,23,6/8,230,None,USA,Undrafted,Undrafted,Undrafted,3,3,3,0,-27.3,0.00%,30.00%,12.00%,50.00%,0.00%,2020
Malik Monk,CHA,23,6/3,200,Kentucky,USA,2017,1,11,42,490,101,87,0.8,1.50%,9.60%,22.70%,56.90%,15.50%,2020
Mamadi Diakite,MIL,24,6/9,228,Virginia,Guinea,Undrafted,Undrafted,Undrafted,14,44,34,8,3.8,5.20%,16.00%,14.20%,47.70%,7.90%,2020
Marc Gasol,LAL,36,6/11,255,None,Spain,2007,2,48,52,262,215,109,4.3,3.90%,17.40%,11.70%,60.60%,14.50%,2020
Marcus Morris Sr.,LAC,31,6/8,218,Kansas,USA,2011,1,14,57,765,234,58,4.2,2.50%,13.30%,19.40%,61.40%,5.60%,2020
Marcus Smart,BOS,27,6/3,220,Oklahoma State,USA,2014,1,6,48,627,167,273,2.8,2.20%,8.40%,17.90%,53.90%,22.70%,2020
Markelle Fultz,ORL,23,6/3,209,Washington,USA,2017,1,1,8,103,25,43,-6.5,2.10%,9.50%,25.00%,45.80%,29.30%,2020
Markieff Morris,LAL,31,6/9,245,Kansas,USA,2011,1,13,61,407,266,73,0.8,4.00%,17.60%,16.00%,50.90%,8.80%,2020
Markus Howard,DEN,22,5/10,175,Marquette,USA,Undrafted,Undrafted,Undrafted,37,105,21,18,-17,0.40%,9.50%,25.00%,47.70%,14.50%,2020
Marques Bolden,CLE,23,6/10,249,Duke,USA,2019,,,6,7,6,0,12.3,8.30%,8.80%,13.60%,53.70%,0.00%,2020
Marquese Chriss,GSW,23,6/9,240,Washington,USA,2016,1,8,2,13,13,2,-40.3,7.50%,38.50%,25.00%,41.20%,20.00%,2020
Marvin Bagley III,SAC,22,6/11,235,Duke,USA,2018,1,2,43,608,318,43,-3.7,9.20%,18.80%,22.90%,55.40%,5.70%,2020
Mason Jones,PHI,22,6/4,200,Arkansas,USA,Undrafted,Undrafted,Undrafted,32,168,55,42,-9.9,1.80%,14.50%,21.70%,55.60%,21.10%,2020
Mason Plumlee,DET,31,6/11,254,Duke,USA,2013,1,22,56,581,519,202,-4.9,9.50%,26.40%,16.30%,63.80%,20.50%,2020
Matisse Thybulle,PHI,24,6/5,201,Washington,USA,2019,1,20,65,255,124,63,4.6,2.30%,7.00%,9.00%,50.80%,6.40%,2020
Matt Thomas,UTA,26,6/4,190,Iowa State,USA,Undrafted,Undrafted,Undrafted,45,139,44,19,-9.3,2.00%,11.20%,18.70%,52.20%,9.60%,2020
Matthew Dellavedova,CLE,30,6/3,200,St.Mary's College of California,Australia,Undrafted,Undrafted,Undrafted,13,36,24,58,-3.1,2.90%,8.50%,12.50%,31.20%,33.70%,2020
Maurice Harkless,SAC,28,6/7,220,St. John's,USA,2012,1,15,37,194,89,44,-2.9,1.70%,9.70%,11.40%,52.70%,7.10%,2020
Max Strus,MIA,25,6/5,215,DePaul,USA,Undrafted,Undrafted,Undrafted,39,236,41,24,-4.2,1.10%,7.30%,17.90%,59.70%,7.40%,2020
Maxi Kleber,DAL,29,6/10,240,None,Germany,Undrafted,Undrafted,Undrafted,50,353,260,68,4.6,3.50%,15.10%,10.30%,60.60%,6.60%,2020
Meyers Leonard,MIA,29,7/1,260,Illinois,USA,2012,1,11,3,10,7,2,-1.4,0.00%,24.10%,15.20%,63.50%,10.50%,2020
Mfiondu Kabengele,CLE,23,6/9,250,Florida State,Canada,2019,1,27,39,95,60,17,-14.2,3.90%,15.10%,16.80%,48.60%,9.90%,2020
Michael Carter-Williams,ORL,29,6/5,190,Syracuse,USA,2013,1,11,31,274,139,129,-2.5,4.40%,12.30%,19.80%,44.90%,23.80%,2020
Michael Porter Jr.,DEN,23,6/10,218,Missouri,USA,2018,1,14,61,"1,162.00",445,70,8.3,5.10%,18.90%,21.40%,66.30%,5.20%,2020
Mikal Bridges,PHX,24,6/6,209,Villanova,USA,2018,1,10,72,970,309,152,7.4,3.50%,9.90%,14.70%,66.70%,8.50%,2020
Mike Conley,UTA,33,6/1,175,Ohio State,USA,2007,1,4,51,827,177,305,16.7,2.40%,8.20%,22.40%,58.90%,30.30%,2020
Mike James,BKN,30,6/1,175,Lamar,USA,Undrafted,Undrafted,Undrafted,13,100,32,54,4.1,1.30%,11.20%,23.10%,48.10%,30.30%,2020
Mike Muscala,OKC,29,6/10,240,Bucknell,USA,2013,2,44,35,339,132,28,0.6,2.80%,15.70%,19.40%,59.90%,6.90%,2020
Mike Scott,PHI,32,6/7,237,Virginia,USA,2012,2,43,51,213,120,40,-0.2,1.20%,12.90%,11.60%,49.20%,6.40%,2020
Miles Bridges,CHA,23,6/6,225,Michigan State,USA,2018,1,12,66,840,397,147,0.3,4.10%,15.80%,17.00%,62.50%,11.30%,2020
Mitchell Robinson,NYK,23,7/1,240,Western Kentucky,USA,2018,2,36,31,256,252,17,-0.4,12.40%,15.50%,11.40%,64.20%,3.00%,2020
Miye Oni,UTA,23,6/5,206,Yale,USA,2019,2,58,54,105,84,28,8.8,4.30%,10.60%,9.50%,51.70%,7.10%,2020
Mo Bamba,ORL,23,7/1,231,Texas-Austin,USA,2018,1,6,46,367,265,35,-12.9,9.10%,24.00%,21.00%,55.60%,8.20%,2020
Monte Morris,DEN,26,6/2,183,Iowa State,USA,2017,2,51,47,481,96,150,6.2,0.90%,7.10%,16.10%,57.40%,17.20%,2020
Montrezl Harrell,LAL,27,6/7,240,Louisville,USA,2015,2,32,69,931,428,73,1.4,10.00%,16.70%,21.10%,65.00%,7.80%,2020
Moritz Wagner,ORL,24,6/11,245,Michigan,Germany,2018,1,25,45,310,146,50,-7.9,3.50%,14.90%,17.80%,58.00%,10.70%,2020
Moses Brown,BOS,21,7/2,245,UCLA,USA,Undrafted,Undrafted,Undrafted,43,370,383,10,-18.3,14.30%,23.80%,15.70%,57.20%,1.70%,2020
Mychal Mulder,GSW,27,6/3,184,Kentucky,Canada,Undrafted,Undrafted,Undrafted,60,337,60,26,2.9,1.00%,6.20%,15.70%,61.30%,4.70%,2020
Myles Turner,IND,25,6/11,250,Texas-Austin,USA,2015,1,11,47,592,306,48,1.3,4.30%,15.90%,16.70%,59.90%,4.70%,2020
Naji Marshall,NOP,23,6/7,220,Xavier,USA,Undrafted,Undrafted,Undrafted,32,246,148,88,-1.5,2.00%,18.20%,16.00%,50.80%,16.50%,2020
Nassir Little,POR,21,6/5,220,North Carolina,USA,2019,1,25,48,220,128,23,-2.2,4.60%,14.40%,13.50%,58.90%,4.90%,2020
Nate Darling,CHA,22,6/6,200,Delaware,Canada,Undrafted,Undrafted,Undrafted,7,9,1,1,-54.3,3.20%,0.00%,13.30%,54.10%,11.10%,2020
Nate Hinton,DAL,22,6/5,210,Houston,USA,Undrafted,Undrafted,Undrafted,21,41,9,8,-28.2,0.90%,9.10%,21.70%,44.20%,15.10%,2020
Nathan Knight,ATL,23,6/10,253,William & Mary,USA,Undrafted,Undrafted,Undrafted,33,124,72,8,-4.3,9.30%,15.50%,20.70%,49.90%,4.50%,2020
Naz Reid,MIN,21,6/9,264,Louisiana State,USA,Undrafted,Undrafted,Undrafted,70,784,322,72,-9.7,5.40%,17.30%,21.80%,59.90%,8.80%,2020
Nemanja Bjelica,MIA,33,6/10,234,None,Serbia,2010,2,35,37,242,127,69,-6.7,4.90%,17.20%,17.90%,55.40%,16.00%,2020
Nerlens Noel,NYK,27,6/11,220,Kentucky,USA,2013,1,6,64,324,407,46,0.7,9.40%,16.40%,9.20%,63.80%,4.10%,2020
Nick Richards,CHA,23,7/1,245,Kentucky,Jamaica,2020,2,42,18,15,11,2,-10.5,5.60%,9.60%,11.10%,54.20%,5.40%,2020
Nickeil Alexander-Walker,NOP,22,6/6,205,Virginia Tech,Canada,2019,1,17,46,508,144,102,-3.3,1.20%,12.70%,22.80%,52.20%,15.50%,2020
Nico Mannion,GSW,20,6/2,190,Arizona,Italy,2020,2,48,30,123,46,70,-9.4,1.60%,10.70%,18.60%,48.70%,27.00%,2020
Nicolas Batum,LAC,32,6/8,230,None,France,2008,1,25,67,540,316,148,8.9,2.90%,14.30%,11.60%,61.70%,10.50%,2020
Nicolas Claxton,BKN,22,6/11,215,Georgia,USA,2019,2,31,32,212,166,28,12.3,7.40%,18.70%,13.60%,61.20%,6.80%,2020
Nicolo Melli,DAL,30,6/9,236,None,Italy,Undrafted,Undrafted,Undrafted,45,134,122,44,1.1,4.60%,16.60%,12.30%,44.10%,10.80%,2020
Nikola Jokic,DEN,26,6/11,284,None,Serbia,2014,2,41,72,"1,898.00",780,599,7.7,8.70%,23.70%,29.30%,64.70%,37.70%,2020
Nikola Vucevic,CHI,30,6/11,260,Southern California,Montenegro,2011,1,16,70,"1,639.00",817,269,-7,5.90%,28.90%,29.20%,56.00%,20.70%,2020
Noah Vonleh,BKN,25,6/10,257,Indiana,USA,2014,1,9,4,0,1,1,-63.2,0.00%,14.30%,21.70%,0.00%,14.30%,2020
Norman Powell,POR,28,6/3,215,UCLA,USA,2015,2,46,69,"1,283.00",215,129,1.8,1.80%,7.90%,22.10%,61.80%,8.90%,2020
Norvel Pelle,NYK,28,6/10,231,Iona,USA,Undrafted,Undrafted,Undrafted,13,20,19,2,12.2,7.70%,15.30%,10.60%,56.70%,3.20%,2020
OG Anunoby,TOR,23,6/7,232,Indiana,United Kingdo...,2017,1,23,43,682,237,94,3.3,3.70%,12.50%,19.30%,60.50%,9.80%,2020
Obi Toppin,NYK,23,6/9,220,Dayton,USA,2020,1,8,62,253,138,29,2.7,3.70%,15.50%,15.70%,57.40%,6.50%,2020
Onyeka Okongwu,ATL,20,6/8,235,Southern California,USA,2020,1,6,50,228,163,18,-6.3,10.00%,17.20%,14.10%,65.50%,4.70%,2020
Oshae Brissett,IND,23,6/7,210,Syracuse,Canada,Undrafted,Undrafted,Undrafted,21,229,115,18,6,5.40%,14.90%,14.90%,63.80%,4.20%,2020
Otto Porter Jr.,ORL,28,6/8,198,Georgetown,USA,2013,1,3,28,271,152,55,-3,4.40%,19.80%,18.40%,55.20%,13.30%,2020
P.J. Tucker,MIL,36,6/5,245,Texas-Austin,USA,2006,2,35,52,193,204,61,-5.5,3.50%,11.30%,7.20%,51.00%,5.70%,2020
P.J. Washington,CHA,22,6/7,230,Kentucky,USA,2019,1,12,64,824,418,161,0.6,4.50%,16.30%,19.10%,54.90%,12.00%,2020
PJ Dozier,DEN,24,6/6,205,South Carolina,USA,Undrafted,Undrafted,Undrafted,50,385,182,92,9.5,3.10%,13.30%,16.60%,50.10%,11.60%,2020
Pascal Siakam,TOR,27,6/9,230,New Mexico State,Cameroon,2016,1,27,56,"1,196.00",405,250,3,4.50%,15.60%,26.10%,54.70%,19.50%,2020
Pat Connaughton,MIL,28,6/5,209,Notre Dame,USA,2015,2,41,69,468,332,81,6.9,3.90%,15.20%,11.30%,57.80%,6.40%,2020
Patrick Beverley,LAC,32,6/1,180,Arkansas,USA,2009,2,42,37,278,119,76,9,3.70%,10.80%,14.60%,58.00%,12.30%,2020
Patrick McCaw,TOR,25,6/7,181,UNLV,USA,2016,2,38,5,5,3,4,-33,2.70%,7.10%,2.60%,107.80%,19.00%,2020
Patrick Patterson,LAC,32,6/8,235,Kentucky,USA,2010,1,14,38,197,75,29,2.1,3.20%,9.30%,13.50%,57.10%,6.90%,2020
Patrick Williams,CHI,19,6/7,215,Florida State,USA,2020,1,4,71,655,327,99,-7.1,3.30%,13.10%,14.60%,56.20%,6.80%,2020
Patty Mills,SAS,32,6/1,180,St.Mary's College of California,Australia,2009,2,55,68,736,116,162,1.4,1.00%,5.30%,17.70%,57.00%,14.20%,2020
Paul George,LAC,31,6/8,220,Fresno State,USA,2010,1,10,54,"1,259.00",359,280,11.3,2.60%,17.10%,29.60%,59.80%,23.90%,2020
Paul Millsap,DEN,36,6/7,257,Louisiana Tech,USA,2006,2,47,56,502,262,98,4.7,6.70%,16.70%,18.40%,56.50%,11.30%,2020
Paul Reed,PHI,22,6/9,210,DePaul,USA,2020,2,58,26,88,61,12,11.2,14.70%,17.20%,20.80%,54.00%,10.70%,2020
Paul Watson,TOR,26,6/6,210,Fresno State,USA,Undrafted,Undrafted,Undrafted,27,111,45,17,-1.7,1.20%,12.90%,13.30%,64.90%,8.10%,2020
Payton Pritchard,BOS,23,6/1,195,Oregon,USA,2020,1,26,66,510,158,120,0.6,2.50%,9.90%,16.20%,58.20%,13.60%,2020
Precious Achiuwa,MIA,21,6/8,225,Memphis,Nigeria,2020,1,20,61,304,208,29,-7.2,9.70%,17.40%,18.40%,55.00%,6.40%,2020
